UserID,Age,Gender,CityTier,Tenure,AvgSessionDuration,PageViewsPerSession,BounceRate,TotalTransactions,AvgOrderValue,DaysSinceLastPurchase,HighValuePurchase
10432,57,Female,2,54,9.56,5,27.01,29,88.53,158,0
10433,61,Male,3,29,7.22,9,16.53,77,165.51,302,0
10434,24,Male,1,45,4.31,25,38.5,42,114.06,103,0
10435,40,Male,1,73,6.79,19,22.6,51,229.75,60,0
10436,24,Female,2,4,12.25,19,21.43,40,763.01,225,0
10437,48,Male,2,40,15.72,23,48.65,106,131.06,50,0
10438,67,Male,2,35,9.56,8,15.22,61,265.37,331,0
10439,22,Female,1,8,18.08,17,61.48,60,178.37,29,0
10440,39,Female,2,14,8.93,10,43.32,103,178.31,179,0
10441,69,Male,1,59,10.85,22,40.36,78,153.84,347,0
10442,33,Male,1,12,7.48,12,26.0,17,89.66,202,0
10443,25,Male,1,41,15.76,22,52.08,22,227.28,295,0
10444,43,Male,2,67,20.19,19,40.96,40,139.71,154,0
10445,44,Male,3,105,4.75,20,31.05,11,86.4,276,0
10446,53,Female,2,11,10.42,24,43.9,83,386.0,258,1
10447,34,Female,2,52,16.86,20,16.6,59,189.05,187,0
10448,68,Female,3,12,6.01,9,17.29,5,146.48,36,0
10449,45,Female,2,51,14.07,14,24.76,48,497.72,355,0
10450,33,Male,3,58,16.69,13,46.07,99,41.79,17,0
10451,68,Female,2,96,12.11,3,40.95,108,472.29,130,0
10452,67,Female,2,53,14.0,16,56.21,115,88.08,234,0
10453,44,Female,1,113,18.84,12,27.66,110,206.39,281,1
10454,19,Female,1,16,19.59,11,49.33,72,110.62,195,0
10455,49,Male,3,6,11.55,4,39.35,111,85.19,146,0
10456,47,Male,3,0,9.67,14,27.33,114,487.66,149,1
10457,25,Male,3,43,8.12,15,46.59,76,744.44,357,0
10458,51,Male,3,23,15.71,4,40.04,49,147.26,122,0
10459,62,Female,1,11,6.31,17,31.88,115,227.34,312,0
10460,23,Male,3,28,10.79,6,41.61,49,182.95,18,0
10461,56,Female,2,117,12.21,5,39.12,19,674.91,241,0
10462,25,Female,3,96,9.79,11,38.77,12,33.67,249,0
10463,57,Male,1,2,12.92,11,35.02,68,234.85,247,0
10464,40,Male,1,110,22.06,23,22.08,4,99.25,154,0
10465,18,Female,3,24,11.31,3,42.08,14,27.86,252,0
10466,69,Female,3,49,10.06,10,29.36,29,132.1,162,0
10467,26,Male,2,39,15.86,19,26.21,63,739.71,217,1
10468,49,Male,1,49,12.76,7,37.51,57,104.91,327,0
10469,27,Female,1,92,17.56,25,51.64,61,324.27,246,0
10470,67,Male,3,86,12.46,19,43.69,60,445.75,269,0
10471,57,Female,2,71,10.81,24,33.3,119,173.28,354,0
10472,60,Male,2,75,4.67,24,32.72,26,192.24,80,0
10473,40,Male,2,88,5.32,4,50.22,56,45.88,215,0
10474,42,Male,2,22,4.46,13,6.25,73,100.1,240,0
10475,51,Male,2,47,13.32,19,52.56,32,355.05,254,0
10476,59,Male,2,13,6.35,2,13.83,21,183.48,48,0
10477,62,Male,3,85,16.82,12,20.48,5,233.06,278,0
10478,18,Female,3,52,11.92,18,33.54,39,194.15,71,1
10479,53,Male,3,77,10.82,21,72.47,30,967.34,149,0
10480,23,Male,2,68,8.42,11,65.32,23,125.08,261,0
10481,33,Male,2,33,14.29,22,51.24,32,612.17,96,1
10482,61,Male,2,16,8.58,18,46.17,83,194.21,46,0
10483,31,Female,3,117,7.86,3,14.0,99,656.07,247,1
10484,60,Male,2,35,16.55,8,43.27,61,67.31,102,0
10485,42,Female,2,13,13.22,24,33.04,7,202.11,302,0
10486,30,Male,3,37,10.86,2,29.16,88,128.73,328,0
10487,35,Female,2,109,14.37,4,43.24,18,195.11,128,0
10488,46,Male,3,31,11.84,10,34.17,6,454.06,270,0
10489,58,Female,1,119,13.33,25,53.6,68,235.16,82,0
10490,50,Male,2,55,8.53,18,12.93,51,453.36,340,0
10491,67,Male,2,104,20.08,5,42.09,37,103.75,89,0
10492,63,Female,1,79,9.48,11,28.25,116,92.11,322,0
10493,57,Female,3,5,18.02,24,35.06,10,177.21,287,0
10494,49,Female,2,61,11.04,7,45.42,6,169.8,114,0
10495,33,Male,1,50,15.03,15,24.8,70,151.38,301,0
10496,39,Female,3,24,14.74,13,43.38,50,82.85,231,0
10497,24,Female,2,66,16.39,20,37.92,96,445.74,245,1
10498,37,Female,3,12,8.44,20,31.42,4,131.86,138,0
10499,67,Male,2,84,16.1,21,34.18,50,532.26,85,1
10500,40,Female,3,99,19.19,4,38.76,17,176.75,255,0
10501,24,Female,2,11,10.77,12,29.87,4,290.2,19,0
10502,52,Female,2,57,11.94,18,41.1,55,270.37,127,0
10503,69,Male,1,79,9.71,12,36.97,88,92.01,51,0
10504,63,Male,2,7,10.41,18,32.14,18,233.04,0,0
10505,32,Female,2,47,18.65,17,64.05,101,787.52,2,1
10506,42,Male,2,31,7.78,10,47.02,62,212.95,34,0
10507,46,Female,2,4,8.03,4,35.45,57,353.46,343,0
10508,31,Male,3,97,18.24,25,43.11,110,300.53,282,1
10509,32,Male,2,53,14.3,21,26.11,39,222.36,362,0
10510,30,Female,1,90,20.28,23,34.67,24,202.4,30,1
10511,70,Male,3,71,10.0,9,36.36,94,268.19,365,0
10512,57,Male,2,105,12.31,9,22.92,12,317.39,219,0
10513,62,Female,3,120,9.16,9,46.62,104,60.95,290,0
10514,61,Female,3,72,12.37,2,33.67,99,212.23,313,0
10515,68,Female,3,42,4.7,6,35.85,117,151.59,95,0
10516,23,Male,3,51,14.54,9,32.75,55,128.95,271,0
10517,64,Male,2,99,13.09,25,83.91,74,480.89,237,0
10518,21,Female,1,51,11.57,6,31.39,105,98.78,151,0
10519,43,Male,2,62,10.24,14,11.0,15,58.96,180,0
10520,49,Male,3,23,8.22,15,17.8,36,325.53,76,0
10521,36,Male,2,119,14.71,10,52.01,56,57.79,67,0
10522,25,Female,3,78,7.12,24,60.38,75,38.9,337,0
10523,28,Female,1,39,13.85,4,31.11,81,355.4,267,0
10524,61,Female,2,70,20.1,22,59.54,110,198.06,207,0
10525,34,Female,2,48,17.74,19,51.75,58,253.03,254,0
10526,34,Male,2,18,5.78,9,38.25,20,123.93,148,0
10527,66,Male,1,105,9.65,20,37.22,22,59.44,91,0
10528,25,Male,1,107,13.49,12,43.62,96,69.4,344,0
10529,66,Male,3,101,11.52,25,53.72,55,141.53,362,0
10530,66,Male,2,44,6.2,2,46.76,75,64.87,78,0
10531,49,Male,1,31,13.34,2,31.19,67,222.36,293,0
10532,26,Male,1,6,11.76,15,38.47,97,122.01,161,0
10533,26,Female,2,88,19.46,24,69.73,26,202.17,259,0
10534,33,Female,1,39,10.79,3,44.64,20,197.51,39,0
10535,48,Male,2,107,16.47,20,53.61,88,236.63,175,0
10536,26,Male,3,105,6.73,24,48.83,52,258.37,45,1
10537,42,Female,1,15,7.69,13,44.96,97,133.83,298,0
10538,24,Female,2,110,14.69,22,42.58,15,202.0,145,0
10539,46,Female,1,16,16.13,20,54.01,32,210.37,96,0
10540,19,Male,1,59,7.97,7,51.42,115,26.32,256,0
10541,55,Female,3,57,11.9,22,44.83,101,289.77,349,0
10542,20,Male,2,115,6.27,18,30.94,7,196.71,124,0
10543,28,Male,3,79,11.08,2,46.59,98,271.71,262,0
10544,27,Male,1,105,15.15,15,40.03,7,64.14,252,0
10545,62,Male,2,72,10.06,17,36.53,14,136.79,179,0
10546,20,Male,2,99,10.8,21,79.84,107,74.69,294,0
10547,40,Male,2,103,7.28,20,18.68,15,312.8,46,0
10548,49,Female,3,104,9.21,13,54.9,36,58.49,321,0
10549,45,Male,1,49,18.83,9,28.49,16,84.81,147,0
10550,54,Male,3,46,12.09,6,42.9,71,265.48,16,0
10551,60,Male,3,119,7.79,4,78.24,6,107.11,362,0
10552,38,Male,2,91,10.54,17,27.05,34,84.83,283,0
10553,61,Male,2,110,5.41,25,30.5,39,354.97,298,0
10554,34,Male,2,69,7.74,3,40.75,77,366.5,53,0
10555,70,Male,1,112,17.24,18,28.72,59,307.35,274,1
10556,44,Female,3,87,11.23,16,53.82,23,339.26,255,0
10557,57,Female,2,89,19.36,6,33.25,55,146.08,330,0
10558,64,Male,3,21,11.42,7,50.48,55,149.19,136,0
10559,60,Female,2,68,11.66,8,21.73,42,105.56,339,0
10560,63,Female,2,88,14.36,18,14.8,64,199.46,259,0
10561,46,Female,2,92,1.11,9,37.68,39,115.93,92,0
10562,20,Female,2,115,12.62,21,18.26,40,124.84,78,1
10563,44,Female,3,39,11.6,10,63.01,94,279.42,330,0
10564,27,Female,1,36,17.74,4,18.82,30,440.86,236,0
10565,65,Female,3,117,15.66,4,25.95,39,238.75,43,0
10566,30,Male,3,119,7.27,11,47.0,16,709.35,45,1
10567,30,Male,3,21,16.77,11,32.5,83,100.94,302,0
10568,31,Male,2,45,10.75,19,18.98,84,41.73,62,0
10569,52,Male,3,114,8.18,13,70.58,81,305.58,80,0
10570,48,Male,1,24,12.59,5,26.48,20,95.85,224,0
10571,68,Male,3,94,10.99,7,38.15,54,141.36,316,0
10572,40,Female,1,13,17.95,15,37.97,35,44.01,123,0
10573,32,Female,1,21,13.16,10,51.3,91,86.78,243,0
10574,20,Female,2,94,12.62,18,47.7,40,54.22,257,0
10575,18,Male,2,73,15.4,24,29.01,49,124.71,219,0
10576,37,Male,2,67,16.17,10,36.28,54,128.64,250,0
10577,67,Female,3,103,14.93,15,37.71,91,187.72,83,1
10578,45,Female,1,37,17.48,21,51.86,84,460.25,227,1
10579,65,Female,3,60,14.23,7,24.06,98,296.72,1,1
10580,23,Female,1,73,12.47,14,70.26,51,49.38,267,0
10581,22,Female,3,89,16.76,9,29.99,98,281.19,289,0
10582,62,Male,3,40,11.44,17,40.87,104,190.94,290,0
10583,23,Male,2,76,11.93,19,24.18,62,162.14,10,0
10584,20,Male,2,54,18.69,5,22.18,81,171.93,333,0
10585,39,Female,3,65,18.29,6,28.32,109,205.27,159,1
10586,67,Female,3,104,11.77,2,26.93,100,102.01,29,0
10587,54,Male,2,47,9.99,2,34.99,33,151.8,195,0
10588,23,Female,2,80,17.65,3,26.81,85,440.65,209,1
10589,62,Male,3,113,15.0,18,51.09,53,101.06,147,0
10590,62,Male,1,92,13.06,23,29.65,17,78.37,274,0
10591,60,Male,3,119,10.51,11,28.04,44,166.78,199,0
10592,65,Male,2,70,13.13,23,35.3,117,72.45,79,1
10593,30,Female,3,34,11.71,19,55.4,114,45.65,226,0
10594,69,Male,1,119,9.14,21,44.12,94,133.77,96,0
10595,34,Female,1,77,12.32,19,39.55,118,541.7,43,1
10596,60,Female,3,29,12.86,6,20.22,68,169.81,97,0
10597,48,Male,3,38,10.3,14,24.43,90,201.16,331,0
10598,59,Male,3,31,15.42,14,22.46,19,33.22,209,0
10599,51,Female,3,100,16.96,17,59.95,35,246.29,116,0
10600,52,Male,2,11,15.68,21,48.69,20,188.22,134,0
10601,50,Female,1,89,10.7,4,28.51,112,104.18,314,0
10602,59,Male,1,67,14.82,18,32.82,73,201.39,243,0
10603,57,Female,2,8,12.11,21,29.03,111,199.83,283,0
10604,25,Female,1,74,6.86,4,28.16,49,76.58,223,0
10605,61,Male,3,91,14.49,11,47.67,48,226.7,363,0
10606,46,Male,1,87,12.38,23,36.83,81,445.21,240,1
10607,35,Female,1,63,22.17,2,71.18,68,146.5,146,0
10608,45,Male,1,40,17.63,5,59.13,44,88.95,92,0
10609,69,Male,1,19,14.64,21,59.99,38,152.36,16,0
10610,63,Male,1,1,12.8,6,50.73,61,340.83,280,0
10611,62,Male,2,43,12.45,18,34.87,9,67.24,341,0
10612,42,Female,2,76,7.79,23,49.67,22,274.8,243,0
10613,59,Female,2,4,4.84,13,35.94,5,103.12,178,0
10614,38,Male,3,120,8.31,13,64.64,18,211.37,47,0
10615,54,Female,2,70,11.61,12,46.86,23,112.69,235,0
10616,51,Male,2,35,3.38,10,44.8,9,112.45,73,0
10617,31,Male,2,116,9.62,11,42.84,6,574.1,227,0
10618,32,Female,1,22,10.81,15,66.23,98,58.31,110,0
10619,21,Female,2,115,10.94,23,20.21,21,255.54,316,0
10620,25,Male,3,34,9.15,25,67.66,66,675.34,342,0
10621,40,Male,2,45,10.43,22,38.3,11,298.72,85,0
10622,43,Male,1,51,18.7,4,20.61,113,61.96,119,1
10623,26,Female,2,120,14.45,9,30.09,28,64.4,337,0
10624,40,Male,3,30,9.56,20,17.06,89,97.37,7,0
10625,50,Male,2,117,11.53,15,50.48,76,197.94,189,0
10626,30,Female,2,41,11.69,10,25.94,92,208.73,51,1
10627,35,Male,3,34,8.73,9,43.45,75,64.9,158,0
10628,37,Male,2,77,8.72,4,57.45,61,88.59,11,0
10629,44,Male,2,83,15.84,9,31.26,92,92.93,51,1
10630,37,Male,1,41,10.12,12,37.11,97,151.99,147,0
10631,57,Male,1,16,7.42,11,22.1,45,822.91,21,1
10632,35,Female,3,47,11.63,15,35.37,113,84.51,291,0
10633,40,Female,2,65,12.27,8,78.32,118,81.68,211,0
10634,38,Female,2,4,3.91,6,52.28,86,72.31,164,0
10635,27,Female,2,9,11.64,23,37.16,111,287.3,172,1
10636,54,Male,1,111,15.27,11,32.13,12,169.45,307,0
10637,30,Male,3,4,13.6,8,40.38,64,86.98,309,0
10638,33,Female,1,49,20.72,17,42.89,78,131.87,17,1
10639,60,Male,3,92,16.8,15,34.92,111,94.39,250,0
10640,68,Female,2,39,17.6,15,48.69,14,220.43,171,0
10641,53,Female,1,59,23.0,7,27.18,96,1420.27,286,1
10642,66,Male,1,10,14.83,19,27.1,9,268.93,288,0
10643,63,Male,3,96,12.45,6,46.37,42,162.76,259,0
10644,43,Male,1,76,15.69,22,24.05,83,104.18,246,0
10645,58,Male,1,103,9.56,12,51.57,34,61.37,77,0
10646,35,Male,3,104,12.23,11,40.79,100,310.15,312,0
10647,42,Male,2,42,9.21,11,14.5,111,297.28,256,0
10648,46,Female,2,4,13.39,12,42.59,19,121.66,100,0
10649,68,Female,1,41,9.19,17,16.57,30,450.87,85,1
10650,62,Female,3,17,9.05,13,51.05,8,177.9,183,0
10651,43,Male,1,64,13.45,5,37.39,85,320.25,125,0
10652,52,Male,1,17,11.25,15,67.84,106,220.48,247,0
10653,28,Male,1,111,4.09,8,56.53,72,152.42,148,0
10654,60,Male,1,72,5.98,4,25.62,15,83.09,61,0
10655,47,Female,1,30,7.21,22,11.7,20,156.22,144,0
10656,46,Male,1,111,8.27,9,30.05,4,337.51,298,0
10657,58,Male,1,93,13.46,16,23.29,58,117.74,304,0
10658,51,Female,2,52,12.68,6,67.47,86,246.6,113,0
10659,21,Male,3,17,16.06,10,40.85,18,75.21,291,0
10660,33,Male,1,41,14.81,11,54.53,101,321.58,34,1
10661,27,Male,1,70,16.09,5,36.87,30,223.38,360,0
10662,56,Female,3,92,14.23,25,38.39,61,68.52,280,0
10663,19,Female,3,31,12.64,9,40.53,80,146.94,14,0
10664,28,Male,2,89,16.2,15,57.04,64,361.88,258,0
10665,49,Female,1,34,15.48,15,45.52,57,65.55,180,0
10666,54,Female,2,29,13.3,12,25.67,40,75.9,323,0
10667,44,Female,1,54,16.88,16,64.53,51,165.77,87,0
10668,63,Male,1,19,2.42,15,36.75,28,924.07,326,1
10669,66,Male,2,48,10.64,3,34.39,35,103.56,318,0
10670,25,Female,2,43,10.58,18,3.0,90,257.52,101,0
10671,68,Male,2,33,16.41,4,50.2,105,214.37,158,0
10672,50,Female,2,93,18.09,12,42.46,101,110.49,234,0
10673,51,Female,1,40,6.0,10,42.45,39,198.44,87,0
10674,23,Male,2,84,17.44,12,35.16,38,123.41,365,0
10675,50,Female,3,87,7.11,3,32.66,6,132.38,69,0
10676,56,Female,3,80,7.24,18,35.64,32,47.89,89,0
10677,48,Female,2,32,10.86,12,47.72,70,171.7,183,0
10678,22,Male,2,100,10.53,3,50.27,32,352.86,173,0
10679,45,Female,1,28,5.57,2,37.65,88,183.02,18,0
10680,67,Female,1,33,14.4,14,54.76,6,409.68,333,0
10681,56,Female,2,105,14.52,17,39.85,49,275.18,87,0
10682,25,Female,1,41,16.02,15,33.69,33,167.06,37,0
10683,68,Female,2,84,10.07,19,43.88,59,107.23,190,0
10684,68,Male,2,5,11.64,20,21.29,3,119.76,339,0
10685,26,Male,1,74,11.68,22,44.37,50,55.58,0,0
10686,60,Male,1,105,18.55,25,18.64,94,142.09,178,1
10687,39,Male,2,85,0.5,23,26.1,102,196.11,333,0
10688,49,Male,3,70,7.97,21,11.73,30,667.02,326,1
10689,41,Female,2,102,11.82,12,38.46,51,264.24,62,0
10690,59,Male,2,36,7.46,14,64.34,82,89.14,227,0
10691,70,Female,1,45,10.77,16,39.3,55,56.94,305,0
10692,60,Female,2,8,11.3,6,50.33,65,148.96,245,0
10693,67,Male,1,84,9.17,18,75.11,40,329.63,240,0
10694,68,Female,2,87,12.06,16,46.86,100,147.33,282,0
10695,22,Female,3,90,14.31,14,29.9,75,267.08,165,0
10696,31,Female,2,90,10.85,22,31.9,115,151.94,24,1
10697,56,Male,1,15,9.99,18,41.01,93,306.14,234,0
10698,49,Female,1,80,11.14,24,31.82,44,50.35,229,0
10699,20,Female,1,92,11.77,25,32.91,39,611.58,311,0
10700,23,Female,2,24,4.84,21,55.29,10,73.48,338,0
10701,45,Female,3,57,13.65,9,55.88,74,325.02,123,0
10702,50,Female,1,110,10.0,6,17.12,89,141.53,349,0
10703,26,Male,2,50,16.85,9,29.14,42,159.88,3,0
10704,27,Female,2,91,14.16,19,34.27,2,145.0,354,0
10705,24,Male,1,64,16.48,22,49.69,99,213.61,50,1
10706,47,Female,1,79,7.76,23,57.57,26,250.05,236,0
10707,18,Male,2,75,10.31,18,80.18,69,399.54,250,0
10708,48,Male,2,78,6.83,18,34.25,6,524.78,231,0
10709,43,Female,2,94,8.98,24,34.97,7,226.7,362,0
10710,42,Male,2,109,16.81,18,49.53,107,666.11,202,1
10711,54,Female,3,35,17.75,5,31.11,80,188.16,48,1
10712,45,Male,3,112,7.21,14,38.96,0,405.53,222,0
10713,56,Female,3,75,9.97,10,34.98,12,244.49,106,0
10714,58,Female,3,72,11.5,17,3.0,59,114.02,224,0
10715,66,Male,3,39,14.14,17,42.79,81,201.57,139,0
10716,60,Female,3,50,4.76,9,38.36,50,259.11,15,0
10717,45,Male,2,78,5.39,9,59.43,104,170.66,233,0
10718,44,Female,3,44,13.76,4,41.08,78,241.49,32,0
10719,30,Female,3,34,4.0,9,22.81,73,343.7,120,0
10720,49,Female,2,99,10.01,21,37.26,34,171.84,226,0
10721,25,Male,2,50,12.45,17,10.68,81,17.61,322,0
10722,67,Male,2,77,13.46,24,23.44,104,647.97,115,1
10723,62,Female,3,3,11.23,24,50.21,5,138.75,109,0
10724,24,Female,2,9,10.34,22,37.41,88,92.08,110,0
10725,59,Male,3,102,15.18,6,54.38,105,72.82,210,0
10726,24,Male,3,17,12.94,10,12.48,51,134.61,70,0
10727,56,Male,3,96,9.21,3,37.48,91,112.83,192,0
10728,22,Female,1,108,11.95,4,34.11,42,98.49,293,0
10729,43,Male,2,58,13.33,7,54.86,23,102.79,29,0
10730,52,Male,3,107,18.67,8,50.76,97,264.54,352,0
10731,56,Female,3,51,14.95,2,50.31,37,852.75,194,1
10732,40,Male,3,115,16.66,22,63.35,90,331.9,229,1
10733,66,Female,2,28,9.36,14,35.66,37,420.07,225,0
10734,59,Male,2,51,9.7,17,60.36,47,130.37,346,0
10735,29,Female,1,47,10.86,17,25.86,82,189.89,243,0
10736,53,Female,3,94,11.23,25,25.33,40,244.07,323,0
10737,56,Female,1,5,7.77,5,51.91,96,104.62,104,0
10738,35,Male,2,100,16.86,10,19.18,4,125.55,79,0
10739,57,Female,3,2,15.33,9,49.31,1,340.81,235,0
10740,65,Female,2,38,10.58,15,42.47,9,409.61,56,0
10741,61,Male,1,72,14.37,14,56.54,30,184.45,40,0
10742,58,Male,1,17,12.69,20,40.14,6,68.89,77,0
10743,51,Male,3,59,14.68,15,41.81,45,138.97,99,0
10744,32,Female,2,120,6.42,7,48.38,2,56.86,35,0
10745,60,Female,1,99,11.22,15,31.39,90,185.57,266,0
10746,37,Female,2,3,11.57,25,30.76,18,213.58,213,0
10747,46,Female,1,71,14.29,15,47.88,116,141.69,73,0
10748,34,Female,3,72,9.29,16,40.58,102,211.31,103,1
10749,34,Male,1,8,1.8,6,35.09,83,242.25,340,0
10750,26,Male,1,78,7.47,2,39.8,95,213.82,334,0
10751,68,Female,1,63,11.56,7,64.12,92,68.55,45,0
10752,25,Male,2,82,12.06,2,34.58,101,143.63,224,0
10753,22,Female,2,35,18.53,12,34.16,66,240.92,118,1
10754,67,Female,3,30,14.13,23,16.24,74,599.55,131,1
10755,47,Male,2,89,12.13,12,40.39,56,141.55,219,0
10756,41,Female,2,87,11.67,17,50.52,74,268.93,360,0
10757,57,Male,1,19,16.22,22,53.12,45,347.15,213,0
10758,38,Female,1,26,9.44,20,42.57,14,150.12,348,0
10759,24,Female,3,70,11.24,17,54.86,111,428.61,300,0
10760,56,Female,1,100,7.44,20,51.6,83,446.97,284,1
10761,27,Male,3,24,17.48,8,57.14,84,513.62,289,0
10762,47,Male,2,26,13.37,12,55.27,33,250.23,289,0
10763,68,Male,1,97,8.97,11,63.76,92,1102.89,93,1
10764,67,Male,1,84,11.34,21,38.54,62,108.3,357,0
10765,37,Male,1,109,13.84,11,21.76,9,917.42,336,0
10766,59,Male,3,94,10.8,24,50.62,114,318.64,219,0
10767,50,Female,2,115,9.66,6,52.32,119,497.84,260,0
10768,43,Male,2,22,9.18,6,63.76,104,136.34,322,0
10769,25,Male,2,32,13.16,19,59.58,56,338.15,55,0
10770,37,Female,2,28,10.37,20,69.21,27,532.63,23,0
10771,52,Female,3,6,9.98,18,49.99,1,74.94,364,0
10772,70,Female,3,94,6.46,9,44.32,88,154.07,202,0
10773,18,Female,2,80,12.11,2,20.92,106,32.94,264,0
10774,56,Female,3,10,11.08,9,45.47,12,152.27,183,0
10775,62,Female,3,23,10.51,13,32.99,82,92.6,189,0
10776,68,Female,2,23,12.6,11,44.07,3,147.66,13,0
10777,40,Female,2,48,14.79,24,41.79,93,1711.68,105,1
10778,24,Male,1,55,14.61,22,47.84,3,668.26,31,1
10779,32,Male,3,34,14.01,20,39.59,117,56.94,158,0
10780,63,Male,3,112,10.84,2,54.56,20,269.96,7,0
10781,64,Male,1,25,9.53,5,3.0,48,326.34,293,1
10782,51,Female,3,67,7.62,12,43.75,83,134.45,107,0
10783,24,Male,3,52,9.43,16,58.44,101,201.11,271,0
10784,24,Male,1,46,11.88,18,68.12,43,217.03,19,0
10785,43,Male,2,99,8.65,9,51.61,117,61.22,12,0
10786,49,Female,3,118,12.18,4,65.43,1,78.28,154,0
10787,19,Male,3,0,7.94,9,43.45,56,200.17,288,0
10788,54,Female,1,56,5.16,21,41.04,118,189.11,297,0
10789,46,Female,2,14,15.08,25,48.68,32,100.7,199,0
10790,18,Male,2,52,9.9,24,40.95,64,94.18,224,0
10791,23,Female,1,74,8.45,16,29.66,53,163.16,252,0
10792,42,Male,2,49,7.42,4,33.53,47,349.32,246,0
10793,56,Male,1,37,13.49,25,24.87,92,164.87,271,1
10794,61,Female,1,37,17.3,5,48.66,62,620.49,11,1
10795,40,Female,2,36,10.19,8,41.17,85,101.7,156,0
10796,33,Male,2,39,10.94,25,35.78,62,203.45,307,0
10797,69,Female,2,45,16.09,14,32.78,119,132.75,160,0
10798,42,Male,3,83,4.56,6,48.32,56,276.83,53,0
10799,34,Female,2,11,19.67,14,52.32,95,95.12,243,0
10800,41,Female,1,4,21.58,3,24.61,73,786.94,110,1
10801,18,Female,1,62,0.97,9,22.33,96,46.81,187,0
10802,34,Female,1,82,11.41,24,54.84,106,667.05,189,1
10803,45,Male,1,31,8.92,9,21.06,27,187.72,254,0
10804,66,Female,1,24,10.74,23,48.94,36,269.26,340,0
10805,57,Female,1,75,10.13,15,64.45,36,495.57,253,0
10806,59,Female,1,46,15.05,17,64.48,58,341.64,365,0
10807,46,Male,2,89,11.35,18,51.7,59,99.02,6,0
10808,23,Male,2,17,8.16,15,51.28,0,279.46,286,0
10809,38,Male,3,14,11.11,2,73.65,107,751.01,152,1
10810,70,Male,3,66,13.86,24,7.15,103,87.59,266,0
10811,20,Male,2,47,7.07,13,34.27,72,913.39,31,1
10812,64,Male,1,88,5.22,17,53.3,36,236.43,193,0
10813,54,Female,2,61,19.77,15,36.11,99,124.82,10,0
10814,33,Male,1,42,9.23,17,58.98,32,87.18,243,0
10815,59,Female,2,19,11.25,10,40.43,36,147.03,79,0
10816,62,Female,2,19,10.21,22,42.91,119,38.08,52,0
10817,20,Female,2,91,13.99,7,37.02,110,126.58,28,1
10818,23,Male,1,27,18.89,17,33.42,70,142.55,98,0
10819,53,Male,2,60,14.12,15,33.07,20,75.7,351,0
10820,70,Female,3,98,5.73,14,44.93,14,313.6,360,0
10821,19,Female,3,108,6.26,2,29.77,115,147.55,29,0
10822,53,Male,2,32,10.2,11,54.82,31,106.58,358,0
10823,25,Female,2,13,10.73,3,50.47,81,135.78,215,0
10824,52,Female,1,93,4.91,14,56.94,42,230.85,118,0
10825,51,Female,2,83,15.08,18,24.63,59,185.29,344,0
10826,22,Male,2,40,7.45,14,16.36,118,101.29,88,1
10827,54,Male,1,71,17.77,20,40.94,71,193.02,66,0
10828,65,Male,2,22,19.08,10,83.03,51,168.22,84,0
10829,63,Female,3,84,10.81,9,59.36,49,71.95,53,0
10830,19,Male,2,88,13.56,12,32.96,27,139.74,177,0
10831,31,Male,2,36,6.87,7,47.16,66,274.97,51,0
10832,30,Female,2,56,14.29,21,51.55,68,273.43,81,0
10833,42,Male,2,40,9.81,21,21.16,11,146.26,135,0
10834,25,Male,2,3,7.45,11,60.86,48,296.68,237,0
10835,63,Male,1,15,10.64,21,38.57,77,81.49,314,0
10836,59,Male,2,116,9.94,2,39.69,6,83.48,27,0
10837,60,Male,2,55,10.5,5,41.34,117,143.86,230,0
10838,28,Male,1,17,15.6,8,57.6,103,562.78,37,1
10839,18,Female,3,5,8.66,11,30.05,76,198.76,362,0
10840,66,Female,1,42,18.74,7,16.25,1,141.18,101,0
10841,33,Male,2,118,6.5,14,45.68,62,583.6,313,0
10842,52,Female,2,46,18.26,21,11.37,107,139.91,284,0
10843,66,Male,2,120,7.73,12,36.63,2,1000.12,118,1
10844,19,Female,2,59,11.8,12,58.21,95,117.45,118,0
10845,18,Male,3,92,9.84,3,49.4,100,79.49,116,0
10846,18,Female,2,95,10.43,8,56.11,9,153.7,172,0
10847,26,Male,2,3,15.01,21,50.0,27,144.1,161,0
10848,20,Female,2,0,17.8,21,75.95,86,93.2,240,0
10849,61,Male,1,111,16.56,4,32.47,109,1331.85,169,1
10850,50,Female,1,112,10.18,2,46.77,92,224.37,288,0
10851,69,Male,2,16,12.54,21,34.65,63,251.36,170,1
10852,60,Female,1,78,8.67,6,54.87,72,122.06,112,0
10853,69,Male,2,111,7.83,15,40.11,62,111.52,119,0
10854,30,Female,2,115,7.21,21,65.92,69,389.44,267,0
10855,33,Female,2,35,10.05,20,33.3,92,47.35,51,0
10856,63,Female,1,98,12.8,15,61.4,5,71.76,104,0
10857,30,Male,3,78,4.15,11,49.6,25,144.3,114,0
10858,21,Male,2,112,11.61,20,40.53,7,502.0,235,0
10859,53,Male,2,17,17.86,18,48.87,95,130.67,47,0
10860,60,Male,1,72,16.29,22,44.79,87,242.11,165,1
10861,69,Female,2,2,9.46,14,46.16,6,178.83,246,0
10862,67,Female,1,43,6.21,24,38.0,12,481.0,339,0
10863,24,Female,2,1,13.64,20,30.83,31,50.84,160,0
10864,58,Female,2,53,2.53,3,36.14,29,310.7,359,0
10865,62,Female,3,98,16.24,9,16.59,62,149.85,222,0
