Unnamed: 0,SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
4400,0,0.11464,65,0,0.221583,5829.410361029216,7,0,2,1,0.0
4401,0,0.496566,58,1,0.062558,4592.852290914117,8,1,0,0,
4402,0,0.454718,67,0,0.201845,6595.02344896403,8,1,0,1,1.0
4403,1,0.179213,39,1,0.425086,29507.286644512387,12,0,0,0,4.0
4404,0,0.36527,56,0,0.09942,3916.6950890925154,6,0,1,1,2.0
4405,0,0.099436,50,0,0.008473,3652.6878758572643,9,0,1,0,1.0
4406,0,0.347695,63,0,0.482758,1040.9572421306468,6,0,0,0,1.0
4407,0,0.260826,50,1,0.537354,1865.406495794435,6,0,1,0,1.0
4408,0,0.439033,46,0,0.328302,5560.382886716956,10,0,0,1,0.0
4409,0,0.004813,59,0,1.300661,3333.4041766562236,4,0,1,0,0.0
4410,0,0.044477,64,0,0.129677,,4,0,1,2,1.0
4411,0,0.280068,42,2,0.02953,2943.549752045439,12,1,0,2,0.0
4412,0,0.128613,51,0,0.253081,696.4735542589676,9,0,1,0,1.0
4413,0,0.033056,37,0,0.152912,11533.187399243121,11,0,1,0,1.0
4414,0,0.307666,18,0,0.752613,5840.71611920746,8,0,3,0,1.0
4415,0,0.110253,54,1,0.109299,5402.019342550782,8,1,0,0,
4416,0,0.46043,60,0,1.383938,4026.131469790316,9,0,1,0,0.0
4417,0,0.13038,55,1,0.345287,3329.7811894803654,10,0,0,1,1.0
4418,0,0.228968,24,1,0.630706,9075.854555970522,10,0,1,0,0.0
4419,0,0.265103,47,0,0.731912,1387.985789137072,9,1,1,2,0.0
4420,0,0.078246,20,0,0.039319,,14,0,1,0,1.0
4421,0,0.521317,71,1,0.247932,7358.2918251201445,11,0,1,1,0.0
4422,0,0.247277,36,0,0.044442,14695.590734670046,4,0,1,0,3.0
4423,0,0.55366,69,0,0.103758,6076.599599357408,4,1,1,1,0.0
4424,0,0.042721,65,1,0.020177,4625.994723186703,10,2,1,0,2.0
4425,0,0.110083,39,0,0.137591,,9,0,1,0,4.0
4426,0,0.201245,36,1,0.421682,1037.1290574135057,11,0,2,1,3.0
4427,0,0.046132,56,0,0.455379,2478.3235007920093,14,0,4,0,1.0
4428,0,0.484598,40,0,0.46795,6241.784170684622,7,0,0,0,2.0
4429,0,0.816417,53,3,0.360707,,12,1,1,1,1.0
4430,0,0.302027,45,1,0.098991,7655.215155467099,11,2,0,2,2.0
4431,0,0.400195,27,1,0.942361,3307.1149495358786,8,0,1,0,2.0
4432,0,0.463302,20,0,0.034299,8645.973588009585,11,1,3,0,0.0
4433,1,0.497509,55,0,0.210116,2754.7845808123125,7,1,0,0,0.0
4434,0,0.276306,44,1,0.292899,6431.434306559514,2,0,1,0,0.0
4435,0,0.307394,44,3,0.101776,1860.6183022215982,13,0,2,0,2.0
4436,0,0.124589,61,1,0.031727,5471.412659007048,7,1,1,0,0.0
4437,0,0.271077,68,0,0.557564,23217.01040930504,8,0,3,0,0.0
4438,0,0.348269,48,0,0.047598,2531.039145375854,10,0,0,0,0.0
4439,0,0.203831,47,0,0.704327,4100.843181764672,7,0,0,0,1.0
4440,0,0.438953,59,0,0.068364,2248.7479634686215,6,0,1,1,2.0
4441,0,0.018265,33,1,0.174194,4101.631572405605,8,0,1,0,0.0
4442,0,0.430528,55,1,0.15328,,3,1,1,0,0.0
4443,0,0.279017,59,0,0.07902,1561.3513506462114,5,0,1,0,0.0
4444,0,0.408089,61,0,0.058565,5043.34354844381,16,1,0,0,0.0
4445,0,0.278023,24,1,0.718041,2197.909310427263,4,0,1,0,0.0
4446,0,0.019975,41,0,0.068396,5338.107061998466,13,0,0,0,0.0
4447,0,0.168936,39,0,0.18447,8917.693322045452,8,1,4,0,1.0
4448,0,0.277373,53,0,0.359369,,7,0,0,0,1.0
4449,0,0.103438,58,0,0.234127,3540.154577729349,8,0,0,0,0.0
4450,0,0.117624,72,0,0.534,2890.2037782353555,8,2,0,0,0.0
4451,0,0.237598,45,0,0.101351,14195.546519603868,13,1,2,0,0.0
4452,0,0.0944,45,1,0.284081,10870.329322212476,8,0,1,0,1.0
4453,0,0.16217,68,0,0.151289,,8,0,1,0,0.0
4454,0,0.083825,56,0,0.40014,4133.277131550502,14,1,1,0,0.0
4455,0,0.537424,69,0,0.080149,2297.1151365989226,9,0,1,0,0.0
4456,0,0.13198,56,1,0.000344,,5,1,0,0,0.0
4457,0,0.522246,35,0,0.343802,,10,0,1,1,0.0
4458,0,0.157462,33,1,0.038044,10414.77409194182,12,0,2,1,0.0
4459,0,0.205633,30,1,0.000703,1464.0860379096557,7,0,0,0,1.0
4460,0,0.376335,61,0,0.82705,3972.1677500670235,8,0,2,0,0.0
4461,0,0.243308,68,0,0.190771,6438.442026648993,6,0,3,2,1.0
4462,0,0.037724,77,0,0.141602,19561.15918137685,11,0,3,0,0.0
4463,0,0.174553,63,0,0.990017,12604.09755139258,4,1,1,0,2.0
4464,0,0.021669,68,0,0.208051,11785.554579006957,12,0,2,2,1.0
4465,0,0.172856,43,0,0.505605,5019.602583712506,9,0,0,0,0.0
4466,0,0.126068,35,0,0.216341,6950.89006685764,12,0,1,0,0.0
4467,0,0.020456,63,0,0.849143,1354.198287748737,8,0,2,0,1.0
4468,0,0.21038,57,0,0.138893,6347.345043876747,7,0,2,0,3.0
4469,0,0.412916,53,0,0.169321,5224.790115311947,9,0,1,0,1.0
4470,0,0.450578,57,0,0.112512,10033.058697141547,13,0,0,0,0.0
4471,0,0.32163,56,0,0.134009,337.98783143627895,8,0,3,1,0.0
4472,0,0.421804,69,1,0.441711,6691.266060671367,9,0,1,1,0.0
4473,0,0.116038,70,0,0.271059,1351.9520052001703,6,0,0,0,0.0
4474,0,0.12405,59,0,0.553658,19476.79438561797,10,0,1,1,0.0
4475,0,0.336636,63,0,0.26726,10582.148099038444,7,0,0,0,3.0
4476,0,0.039581,59,0,0.426995,2822.9183056812626,6,0,1,1,0.0
4477,0,0.096582,45,1,0.793018,4128.024145640431,6,0,1,1,0.0
4478,0,0.198021,62,0,0.355933,,16,0,1,0,1.0
4479,0,0.376658,32,0,0.138752,,7,0,1,0,1.0
4480,0,0.076087,66,0,0.001077,1792.9097196905552,7,0,0,0,1.0
4481,0,0.254138,35,0,0.015485,3420.962792113716,14,0,0,0,1.0
4482,0,0.336615,56,0,0.419432,,8,0,1,0,3.0
4483,0,0.117894,40,0,0.280499,,10,0,3,0,0.0
4484,0,0.162267,59,0,0.175273,5802.513940358811,9,0,1,0,2.0
4485,1,0.314217,51,0,0.076606,11080.267453282493,13,1,3,1,2.0
4486,1,0.213036,29,0,0.605609,10944.7515746427,8,1,0,1,0.0
4487,0,0.64282,57,0,0.383052,10882.655683276047,9,0,0,0,3.0
4488,0,0.768032,43,0,0.06734,,10,0,1,0,0.0
4489,0,0.046361,64,1,0.033826,8743.186665372761,10,0,0,0,0.0
4490,0,0.134133,52,0,0.164372,2553.0089992824296,9,1,0,1,
4491,0,0.344716,57,0,0.36868,7500.106542427059,6,0,3,0,0.0
4492,0,9.976164,38,2,0.105667,4492.627646612323,7,0,2,0,0.0
4493,0,0.03137,43,2,0.211506,27470.414881802968,10,0,1,0,0.0
4494,0,0.185139,45,1,0.236117,1937.7702751755257,8,2,0,0,0.0
4495,0,0.201577,63,0,0.120988,6081.804487648936,4,0,3,0,0.0
4496,0,0.55942,75,0,0.403739,,7,0,2,1,0.0
4497,1,0.103941,40,0,0.152388,11745.620359957387,6,0,1,0,1.0
4498,0,0.344701,67,1,0.063184,2171.087844323234,10,2,2,0,0.0
4499,0,0.008411,21,0,0.010436,9874.85186130317,14,1,3,0,0.0
4500,0,0.254945,35,0,0.197467,6784.122498498799,5,0,0,1,0.0
4501,0,0.349174,38,0,0.219648,,9,0,1,0,1.0
4502,0,0.028906,33,0,0.09893,,8,0,3,0,0.0
4503,0,0.351169,29,0,0.289902,18477.103984766385,7,0,1,0,2.0
4504,0,0.053998,57,0,0.008696,4839.9120169784255,12,1,2,0,1.0
4505,0,0.646401,49,1,1.41911,3056.579736412061,5,0,1,0,1.0
4506,0,0.339181,57,1,2.228756,4882.481701989211,7,1,0,0,1.0
4507,0,0.102121,61,0,1.188616,5803.359227023661,4,0,1,0,0.0
4508,1,33.250868,55,1,0.439165,4887.073169505305,9,1,0,0,1.0
4509,0,0.120907,61,0,0.072799,3527.4680417779,10,0,0,1,1.0
4510,0,0.043952,51,0,0.489572,5036.545792985068,8,0,1,0,0.0
4511,0,0.123536,35,1,0.467803,2172.154799728142,6,0,0,0,1.0
4512,0,0.134691,66,0,0.188304,,5,1,1,0,0.0
4513,0,0.454534,43,0,0.718163,826.5341706109072,9,0,0,0,0.0
4514,0,0.608047,38,1,0.058358,8188.567533852353,8,1,4,0,0.0
4515,0,0.47402,49,0,0.366082,8703.950701461199,8,0,1,1,0.0
4516,1,27.213026,39,2,0.128228,5297.692684291652,7,0,1,2,0.0
4517,0,0.194683,46,0,0.040366,9571.327789144556,9,0,2,0,0.0
4518,0,0.506142,56,0,0.033141,4882.150680660708,8,2,1,1,0.0
4519,0,0.078492,56,0,0.064021,4942.285630025697,7,0,1,1,0.0
4520,0,0.447524,39,0,0.481372,4806.668193311177,11,0,0,0,0.0
4521,0,0.878151,45,0,0.292765,5066.948809823198,12,0,0,0,2.0
4522,0,0.217692,67,0,0.253644,,7,0,3,0,2.0
4523,0,0.424815,58,1,0.201705,2246.8494914853727,11,0,1,0,1.0
4524,0,0.155908,81,1,0.180747,,10,1,1,0,0.0
4525,0,0.088751,68,0,1.871408,5259.212693601759,5,0,1,0,0.0
4526,0,0.205383,68,1,0.448242,10924.611524920692,8,0,1,0,1.0
4527,0,0.110061,32,1,0.11238,8158.55529643831,7,0,1,0,0.0
4528,0,0.638157,62,1,0.349665,3839.0700434782593,13,0,1,0,2.0
4529,0,0.665758,51,0,0.330007,,6,0,1,0,3.0
4530,0,0.076623,44,0,0.15412,8445.05927930244,7,1,1,0,1.0
4531,1,0.185839,54,0,0.258678,6229.864271016869,9,1,1,1,0.0
4532,1,0.072611,65,0,0.670119,19352.473860346134,11,0,1,1,0.0
4533,0,0.367134,59,0,1.04752,,7,1,2,1,1.0
4534,1,0.182773,39,1,0.33648,3582.930132284357,6,0,0,1,1.0
4535,0,0.052623,62,0,0.369397,,10,0,1,0,1.0
4536,0,0.145288,43,0,0.420611,4903.471071816283,5,0,2,0,1.0
4537,0,0.05855,55,0,0.044109,4950.162019403803,9,0,0,1,1.0
4538,1,0.301264,47,0,0.375659,6727.66144807649,7,2,1,0,2.0
4539,0,0.176431,48,2,0.276323,7255.040885669671,6,1,0,0,0.0
4540,0,0.385924,62,0,0.206631,7335.054604021228,7,0,0,0,0.0
4541,0,0.092449,37,0,0.107788,3983.8156528972995,8,0,2,0,0.0
4542,0,0.29879,79,2,0.223541,,10,0,3,0,0.0
4543,0,0.479541,26,0,0.443513,,4,0,2,0,0.0
4544,0,0.181969,43,0,0.273236,1805.9473260275033,11,0,0,1,2.0
4545,0,0.188934,57,0,0.133678,10616.890340656477,11,0,0,0,0.0
4546,0,0.14697,60,0,0.132637,3712.229233592891,5,0,3,0,0.0
4547,1,0.431064,50,2,0.093482,,8,0,3,2,1.0
4548,0,0.58444,51,1,0.738703,1040.194315433601,6,0,1,0,
4549,0,0.136819,57,0,0.430234,3720.947783197472,12,1,1,1,0.0
4550,0,0.313448,48,1,0.312019,6465.318476191141,9,0,0,0,0.0
4551,0,0.296751,71,0,0.275285,2414.211171307614,6,0,0,0,
4552,0,0.272868,63,1,0.047446,5017.77059708852,13,0,2,0,1.0
4553,0,0.715567,64,2,0.563483,9396.795713436402,4,0,1,0,0.0
4554,0,0.56578,38,0,0.150004,,7,0,0,1,1.0
4555,0,0.539424,50,0,0.019981,,9,0,2,0,0.0
4556,0,0.342396,47,1,0.212931,1434.3209363552814,8,1,2,0,0.0
4557,0,0.574283,37,0,0.032158,2526.336603331822,11,0,2,0,0.0
4558,0,0.314741,57,1,0.150171,1967.2289927927409,7,0,0,0,1.0
4559,0,0.392152,44,0,0.345005,11120.029361518755,10,1,1,0,0.0
4560,0,0.166009,61,0,0.008794,9332.122597821297,9,0,1,0,0.0
4561,0,0.141576,37,0,0.258333,7026.1194586973825,4,0,1,0,1.0
4562,0,0.388204,76,0,0.505362,,7,1,2,0,2.0
4563,0,0.060902,39,0,0.081374,2737.609224992014,8,0,0,0,0.0
4564,0,0.396644,55,2,0.335832,2271.964723452303,8,0,0,0,1.0
4565,0,0.372169,63,0,0.100017,6891.75332982852,8,0,1,0,0.0
4566,0,0.492801,44,0,0.084534,9819.970764104179,7,0,0,0,1.0
4567,0,0.242314,63,0,0.074053,6326.652693386328,4,0,2,0,2.0
4568,0,0.343983,34,0,0.051742,,8,0,1,1,1.0
4569,0,0.407199,72,1,0.432645,,11,0,0,0,0.0
4570,0,0.39384,52,0,0.110059,,7,0,0,0,0.0
4571,0,0.203014,43,1,0.196264,17974.375702363366,14,1,1,0,1.0
4572,0,0.071482,47,1,0.141837,1539.0837740229056,4,0,2,0,1.0
4573,0,0.449875,63,1,0.330032,4967.260650234128,10,0,0,0,0.0
4574,0,0.416822,43,0,1.260178,6541.4204477073345,13,0,1,2,0.0
4575,0,0.251545,41,0,0.463049,2095.140784372691,7,0,0,1,0.0
4576,0,0.081069,48,0,0.034411,,7,0,1,1,2.0
4577,0,0.112096,35,1,0.575306,25500.115888736203,5,0,3,0,1.0
4578,0,0.318763,77,0,0.353605,3620.419777652912,10,0,0,1,0.0
4579,0,0.100116,44,0,0.374187,1659.4937926942032,8,0,0,0,1.0
4580,0,0.292665,63,0,0.063948,3040.2461345280167,5,0,1,0,0.0
4581,0,25.570137,54,0,0.006387,4659.615679686062,8,0,4,0,1.0
4582,0,0.277438,38,0,0.117417,4690.211121746736,4,0,1,0,0.0
4583,0,0.466995,51,0,0.472221,42791.87098680209,8,0,0,0,1.0
4584,0,0.41169,62,1,0.017333,2247.7871744697445,9,1,0,2,2.0
4585,0,0.051625,49,0,0.117745,,9,0,3,0,0.0
4586,0,0.251934,68,1,0.505584,9378.503983092776,9,1,2,0,1.0
4587,0,0.284687,66,0,0.539959,22017.558602245863,6,1,2,1,1.0
4588,0,24.792899,64,0,0.22222,4601.801617073372,13,0,1,0,1.0
4589,0,0.236795,45,0,1.014811,10499.155037628585,5,1,1,0,0.0
4590,0,0.14223,36,0,0.040385,14344.197290869828,11,0,2,1,1.0
4591,0,0.859478,43,3,0.327566,2007.9068585150078,8,0,0,0,0.0
4592,0,0.052527,54,0,0.084565,,4,0,4,0,1.0
4593,0,0.218617,59,0,0.092283,3773.3209561790327,9,0,2,2,0.0
4594,0,0.4261,21,2,0.375288,1884.0329406654503,9,0,1,1,0.0
4595,0,0.261297,51,1,0.270062,10879.178513516428,10,0,0,0,1.0
4596,0,0.176408,54,0,0.469089,4713.490318862811,7,0,0,0,1.0
4597,0,0.034262,48,1,0.960998,,9,0,0,0,1.0
4598,0,0.357008,70,0,0.32156,19090.543043044818,3,1,0,1,2.0
4599,0,0.109431,57,1,0.268369,,11,0,0,1,0.0
4600,0,0.167103,70,0,0.698457,4946.250561143285,7,0,0,1,0.0
4601,0,0.37511,48,1,0.537653,2185.343091396807,6,0,2,0,0.0
4602,0,0.367252,65,0,0.671861,5015.624853078355,9,0,0,1,1.0
4603,0,0.197832,74,0,0.311322,2353.7374515592383,8,0,2,0,2.0
4604,0,0.184386,70,0,0.142189,7134.064584124671,11,2,0,0,1.0
4605,0,0.261298,36,1,0.085864,4077.816531494281,10,0,0,1,3.0
4606,0,0.089988,48,0,0.681453,12386.53466980753,9,0,0,0,1.0
4607,0,0.692505,47,0,0.076326,5172.702056119148,8,0,0,0,
4608,0,0.072095,58,0,0.281349,11481.296631259751,7,0,2,0,4.0
4609,0,0.229938,61,0,0.004168,2948.3291594463785,8,0,0,0,0.0
4610,1,0.372,40,0,0.690736,3274.8094076575794,6,1,3,1,0.0
4611,0,0.196627,52,0,0.218175,4211.161865158862,9,0,2,2,0.0
4612,0,0.426013,23,0,0.375615,3944.891346504535,9,0,1,0,0.0
4613,0,0.171505,72,0,0.799272,,10,1,0,0,1.0
4614,0,0.196607,44,0,0.060898,5740.419392927404,4,0,2,1,2.0
4615,0,0.189326,52,0,0.251232,3487.2490915816497,9,0,0,0,0.0
4616,0,0.554962,47,0,0.064445,3638.507559087394,10,0,2,1,1.0
4617,0,0.458345,68,0,0.238278,7863.594054576239,12,1,1,0,0.0
4618,0,0.482599,18,0,0.09032,1190.165109186476,4,0,0,1,2.0
4619,0,0.385905,51,0,0.230304,3982.838668261468,10,1,0,0,0.0
4620,0,0.11814,50,0,0.160275,,10,0,1,0,0.0
4621,0,0.135938,45,1,0.182828,3023.5783776195926,6,0,0,0,1.0
4622,0,0.096348,76,0,0.143471,,10,0,0,0,0.0
4623,0,0.573422,39,0,0.41597,5251.700565484114,8,0,0,1,1.0
4624,0,0.447446,62,0,0.363619,2868.354023243333,7,0,1,1,2.0
4625,0,0.809363,56,0,0.242079,,5,0,1,0,1.0
4626,0,0.515105,69,0,0.904109,13276.976761236097,5,0,1,0,0.0
4627,0,0.213127,42,1,0.370483,8143.737308722006,9,0,3,1,3.0
4628,0,0.07995,41,0,0.693829,536.8217851116003,13,0,2,0,0.0
4629,0,0.440707,67,0,0.081533,4198.011459924799,5,0,2,2,2.0
4630,0,0.216252,57,0,0.019858,,10,0,1,0,2.0
4631,0,0.258759,30,0,0.081611,3950.8021235408,6,0,0,0,0.0
4632,0,0.474816,44,0,0.049254,15949.488597858699,13,0,4,1,0.0
4633,0,0.457518,57,0,0.057696,2338.373171142421,11,1,1,0,1.0
4634,0,0.036506,63,0,0.399797,4082.021309416296,3,0,1,0,0.0
4635,0,0.553833,42,1,0.083834,5668.612977327642,12,0,1,0,0.0
4636,0,0.299589,18,0,0.198465,18300.340123610462,10,0,1,0,0.0
4637,0,0.126132,59,0,0.018904,,5,0,1,0,0.0
4638,0,0.402946,34,0,0.31972,10377.444329853086,9,0,1,1,0.0
4639,0,0.477548,23,0,0.021643,7360.986919286054,10,0,1,0,1.0
4640,1,0.160824,18,0,0.003515,2062.284156493655,10,0,0,0,1.0
4641,0,0.293006,63,0,0.261382,3073.877255959648,9,1,0,0,
4642,0,0.17973,53,2,0.213249,5130.191619370505,6,0,0,1,1.0
4643,1,0.290501,48,0,0.544209,6731.292392615423,8,1,1,1,0.0
4644,0,0.386371,71,0,0.173211,4333.02826158847,6,0,0,0,1.0
4645,0,0.397888,60,1,0.022994,1752.3293449731436,4,2,0,1,0.0
4646,0,0.113077,74,1,0.216044,6205.863742514465,8,0,1,0,2.0
4647,0,0.380935,32,0,0.696941,17502.25457936882,7,1,0,0,2.0
4648,0,0.084961,51,0,1.154506,3533.3353695311353,16,0,1,0,1.0
4649,0,0.604661,29,0,0.489879,2512.3896322772375,10,0,1,0,0.0
4650,0,0.194886,48,0,0.112277,2934.128215189278,10,1,1,0,0.0
4651,0,0.058762,48,0,0.114555,2651.344407390581,13,0,0,0,2.0
4652,0,0.334752,60,0,0.172803,,6,0,1,0,0.0
4653,0,0.082205,52,0,0.177827,9468.906027841786,6,0,1,0,1.0
4654,0,0.494826,60,0,0.103691,,8,0,1,1,0.0
4655,0,0.23494,61,1,0.218484,2219.3465614536894,3,0,3,1,0.0
4656,0,28.333275,82,0,0.256778,2863.5908622755924,4,0,2,0,1.0
4657,0,0.045233,47,1,0.025742,14553.266579432282,8,0,0,0,0.0
4658,0,0.633591,38,0,0.166168,9207.752562515461,8,0,0,0,2.0
4659,0,0.070146,55,1,0.442823,5930.67752461996,13,0,0,0,0.0
4660,0,0.162128,40,0,0.640458,7089.404242035078,10,0,0,0,0.0
4661,0,0.031004,72,0,0.526622,3728.941050311381,8,0,3,0,2.0
4662,0,0.188036,48,0,0.62683,8717.679309656876,12,0,1,0,1.0
4663,0,0.05937,44,0,0.043951,,3,0,1,0,2.0
4664,0,0.232354,45,0,0.469486,2684.240534360815,7,0,0,0,0.0
4665,0,0.170304,62,0,0.509012,5798.550883167949,9,0,0,1,1.0
4666,0,0.1755,49,1,0.781456,14051.46289325437,10,1,0,0,0.0
4667,0,0.243236,43,2,0.713785,7330.041735985429,6,0,1,1,1.0
4668,0,0.428334,75,0,0.145043,,3,0,1,0,1.0
4669,1,0.172021,40,1,0.440882,4715.3482534831555,10,1,3,0,0.0
4670,0,0.110717,52,0,0.174308,4326.597709589804,8,1,1,0,0.0
4671,1,0.173599,61,0,0.034586,1600.2387559179533,11,1,2,1,1.0
4672,1,0.326076,29,0,0.209914,13045.909213900066,7,1,0,0,1.0
4673,0,0.033877,58,2,0.577744,7793.987880584227,7,1,0,0,0.0
4674,0,0.052544,37,2,0.327635,6502.873126472237,5,0,0,0,0.0
4675,0,0.304591,63,0,0.517523,1728.5540018868012,10,1,0,0,2.0
4676,0,0.504394,38,0,0.748573,,9,0,2,0,2.0
4677,0,0.211099,61,0,0.221025,7127.261094781875,5,0,1,0,3.0
4678,0,0.32639,67,1,1.282903,2395.3678055795094,10,0,0,1,3.0
4679,0,0.481639,64,2,1.528162,11831.466108976188,11,0,1,0,0.0
4680,0,0.037946,55,0,0.20119,,10,1,1,0,2.0
4681,0,0.337796,48,0,0.715197,921.5536740770812,7,0,1,0,0.0
4682,0,0.542356,43,0,0.140204,2557.2586287724994,12,0,0,0,2.0
4683,0,0.145655,72,1,0.059867,1517.126921075704,6,0,3,1,2.0
4684,0,0.136958,42,0,0.017468,3649.3515965458923,16,0,1,1,2.0
4685,0,0.173537,37,1,0.58193,,8,0,3,0,0.0
4686,1,0.109566,61,0,0.035839,4002.3273683140596,3,0,0,0,0.0
4687,0,0.256388,40,2,0.311664,1773.20332505886,10,0,2,0,0.0
4688,0,0.167415,38,0,1.221771,2200.6101940237377,7,0,0,0,0.0
4689,0,0.807524,31,0,0.819007,909.7416894978672,12,0,1,0,1.0
4690,0,0.028778,45,1,0.009134,12724.301616528934,5,0,0,0,1.0
4691,0,0.007346,50,1,0.363314,4084.837420526637,10,0,3,0,0.0
4692,1,0.434138,55,0,0.492384,6986.567793661389,5,1,1,0,0.0
4693,0,0.358445,65,0,0.19941,7943.201162221578,9,0,0,0,0.0
4694,0,0.21916,59,0,0.008136,8696.71060461532,10,0,2,0,1.0
4695,0,0.030199,49,1,1.763721,4038.563206445508,5,1,0,1,3.0
4696,0,0.152066,49,0,0.390974,10067.463985903385,9,1,1,0,0.0
4697,0,0.266007,59,0,0.121833,1420.942683082895,6,1,2,0,2.0
4698,0,0.3594,69,1,0.188655,1735.5549692961026,10,1,0,0,3.0
4699,0,0.110045,53,0,0.472435,,9,0,2,0,0.0
4700,0,0.224229,45,1,0.347393,8326.376005671176,8,0,0,0,0.0
4701,0,0.100773,38,0,0.028193,2942.4606256467355,15,0,2,1,1.0
4702,0,0.434771,31,2,1.261194,3805.8331513128533,5,0,0,0,0.0
4703,0,32.951197,61,0,0.307074,12525.334255230087,5,1,2,0,0.0
4704,0,0.131818,60,0,0.298368,,7,1,3,0,2.0
4705,0,0.036749,60,0,0.016892,6017.973702516567,10,1,0,1,2.0
4706,0,0.177397,50,0,0.144255,17968.385935501105,8,0,0,1,1.0
4707,0,0.045975,71,0,0.569131,7161.412086409316,10,0,0,1,0.0
4708,0,0.514315,45,0,0.011871,4838.117209116555,10,0,1,0,0.0
4709,0,0.59241,65,0,0.420481,12675.397429711804,4,0,1,0,0.0
4710,0,0.144493,51,0,0.339041,5568.408980977975,4,0,0,0,1.0
4711,0,0.584799,43,0,0.755745,8070.020159335822,13,0,0,1,1.0
4712,0,0.030389,60,3,0.904409,1002.8028248611154,13,2,0,1,1.0
4713,0,0.0763,57,0,0.071068,,11,1,2,0,2.0
4714,0,0.258389,56,0,0.227538,2174.7476188783116,10,0,0,1,1.0
4715,0,0.282121,53,0,0.639592,2708.0208230473672,5,0,0,0,1.0
4716,0,0.063272,51,1,0.561226,4670.490708007609,11,0,0,0,0.0
4717,0,0.396155,85,0,1.444956,12459.433520642868,10,0,2,0,3.0
4718,1,0.390209,68,1,0.629641,8131.159631014535,4,0,1,0,1.0
4719,0,0.617722,62,0,0.142921,,11,0,2,0,0.0
4720,0,0.145679,53,0,0.748737,,7,0,3,0,0.0
4721,0,0.045788,66,0,0.919371,,16,1,1,0,3.0
4722,0,0.315426,59,0,0.269213,5027.650934645111,7,0,2,0,0.0
4723,0,0.221801,52,0,0.505568,11621.582623502032,8,0,0,0,1.0
4724,0,0.179772,47,0,0.060457,9513.486316635675,7,0,0,0,0.0
4725,0,0.119255,50,1,0.43208,13135.270431007177,10,1,1,1,0.0
4726,0,0.059948,18,0,0.235937,4405.830274635506,9,0,0,0,0.0
4727,0,0.269044,54,0,0.489286,1442.0162736323728,9,1,2,0,0.0
4728,0,0.368137,45,0,0.580579,,2,0,2,0,1.0
4729,0,0.113423,74,0,0.321762,,15,0,0,0,1.0
4730,1,0.13905,52,0,0.127278,22351.6335275064,11,1,0,0,1.0
4731,0,0.423015,35,0,0.33887,4738.975174901809,7,0,1,1,0.0
4732,0,0.092379,51,0,0.417641,19709.508533917884,8,0,2,0,0.0
4733,0,0.476065,37,0,0.146631,,7,0,0,0,2.0
4734,0,0.192098,58,0,0.118885,7821.1598926658635,5,0,0,0,2.0
4735,0,0.229984,56,0,0.295574,,10,2,0,0,0.0
4736,0,0.486531,65,0,0.323132,2502.735507072791,8,0,0,0,0.0
4737,0,0.269744,40,0,1.603179,2954.536907918034,9,1,1,0,0.0
4738,0,0.284384,52,0,0.853614,1543.9081213666232,9,0,1,0,1.0
4739,0,0.343723,32,0,0.248471,9568.316066014277,11,1,1,0,1.0
4740,0,0.207105,61,0,0.817229,484.76758190129476,11,0,0,0,0.0
4741,1,0.132143,59,1,1.03307,3829.62034279637,10,1,2,0,2.0
4742,0,0.197627,58,0,0.037513,9123.755797830754,5,0,0,0,1.0
4743,0,0.264081,52,0,0.192055,3484.5310238480574,12,0,2,0,1.0
4744,0,0.091285,57,1,0.08785,3773.7344283957195,6,0,0,1,0.0
4745,0,0.197569,74,0,0.220925,9388.836608303396,11,0,1,1,0.0
4746,0,0.024422,48,1,0.711092,1836.1961298768124,10,0,2,0,1.0
4747,0,0.233754,53,1,1.664177,4378.478779489625,8,0,0,0,1.0
4748,0,0.078762,36,1,0.305794,5628.692801018339,4,0,1,0,0.0
4749,0,0.474382,39,0,0.083812,,12,1,1,0,1.0
4750,0,0.320989,53,0,0.438784,879.1347976959104,13,2,0,0,3.0
4751,0,0.113947,67,0,0.004598,10606.469793448558,6,0,1,0,0.0
4752,0,0.300695,48,0,0.153071,1548.1172694376426,9,0,1,0,0.0
4753,0,0.110493,48,0,0.295787,4753.607636130338,8,2,0,1,0.0
4754,0,0.194404,46,2,0.781551,,11,0,2,0,0.0
4755,0,0.314765,44,0,0.898499,1878.2564355002405,9,0,1,0,1.0
4756,0,0.361033,56,1,0.510032,,7,0,0,0,0.0
4757,0,0.102935,31,1,0.021243,,10,0,1,0,3.0
4758,0,0.139191,69,1,0.936319,9943.766356674816,7,0,0,0,1.0
4759,0,0.368222,42,0,0.02051,4286.941704466912,6,0,1,0,2.0
4760,0,0.491304,62,0,0.788791,2292.658602589562,10,0,2,0,1.0
4761,0,0.273601,34,1,0.457756,1951.7011051731015,4,0,0,0,1.0
4762,0,0.146218,61,1,0.764907,,10,1,0,1,0.0
4763,0,0.123733,61,0,0.423214,18463.333003482418,11,0,2,0,0.0
4764,0,0.309012,57,0,0.006428,1329.0843987911408,8,0,2,0,1.0
